states,2H,5C,18N,75C,129O,147H,190H,221C,285H,310C,311H,369H,375H,395H,404C,406N,477H,711N,712H,722H,723H,526H,528C,507H,545C,568H,675H,782C,853H,855C,857H,861H,905H,953C
0,0.169593,-0.082607,-0.094678,-0.051267,-0.34448,0.015946,0.043222,-0.131699,0.170929,-0.050887,0.041508,0.093122,0.031312,0.050357,0.222309,-0.163116,0.056372,0.056551,0.14665,0.038277,0.078143,0.070545,-0.12783,0.077025,-0.034029,0.047576,0.065388,0.238792,0.093422,-0.096386,-0.000922,0.0174,0.045455,-0.10763
1,0.18498,-0.112596,-0.174191,-0.07451,-0.308057,0.012096,0.068695,-0.130425,0.181596,-0.076167,0.062139,0.101323,0.018462,0.058878,0.202568,-0.040787,0.098079,0.026574,0.153445,0.061421,0.078571,0.057733,-0.097195,0.071575,-0.043474,0.045052,0.059118,0.207138,0.083383,-0.124726,0.007434,0.010274,0.040304,-0.08477
0,0.172195,-0.101516,-0.224251,-0.081602,-0.280354,0.014672,0.054557,-0.127315,0.155947,-0.071169,0.040639,0.094213,0.031313,0.063126,0.269855,-0.164271,0.093768,0.04606,0.157737,0.062915,0.07736,0.073266,-0.083157,0.063705,-0.036517,0.051098,0.064179,0.197556,0.091944,-0.116235,-0.005492,0.017804,0.049808,-0.089641
0,0.170309,-0.063911,-0.162276,-0.03197,-0.340883,0.012227,0.04823,-0.124518,0.164,-0.092602,0.038764,0.081261,0.017947,0.047331,0.23348,-0.170193,0.069795,0.02371,0.142817,0.049276,0.070362,0.043529,-0.067314,0.0696,-0.038332,0.062723,0.055798,0.257214,0.099799,-0.096983,0.003837,0.016705,0.034389,-0.115468
0,0.191992,-0.111769,-0.16835,-0.045462,-0.271707,0.004838,0.063707,-0.121477,0.13805,-0.080742,0.042933,0.098281,0.015057,0.071397,0.172261,-0.097053,0.07397,0.028875,0.184821,0.053595,0.077177,0.06718,-0.094093,0.078994,-0.042042,0.04955,0.065006,0.171548,0.092576,-0.136276,0.00741,0.014529,0.048805,-0.152548
0,0.182821,-0.098165,-0.193639,-0.077049,-0.330285,0.024759,0.059104,-0.172926,0.158057,-0.070936,0.028863,0.097539,0.017835,0.073289,0.218564,-0.161639,0.105876,-0.020091,0.15244,0.053287,0.067405,0.065351,-0.116616,0.08583,-0.043537,0.051278,0.077199,0.181448,0.096187,-0.141161,0.005239,0.021032,0.035249,-0.096425
1,0.177127,-0.09935,-0.215692,-0.062729,-0.352708,0.012361,0.072836,-0.118966,0.175524,-0.077903,0.02341,0.092813,0.023016,0.052686,0.21168,-0.086466,0.085932,0.041742,0.161662,0.061007,0.078915,0.070419,-0.076777,0.077373,-0.015641,0.044622,0.06089,0.20973,0.101242,-0.148064,0.009445,0.015328,0.039468,-0.073867
0,0.163537,-0.068741,-0.189198,-0.0473,-0.352466,0.017638,0.07115,-0.123154,0.161083,-0.05104,0.045431,0.088411,0.023238,0.074972,0.212872,-0.124221,0.090943,0.039982,0.129361,0.053684,0.065868,0.057152,-0.088773,0.065432,-0.073637,0.061235,0.06007,0.247123,0.088968,-0.111724,0.009656,0.010487,0.010995,-0.079078
1,0.177969,-0.066138,-0.147016,-0.058279,-0.335714,0.017764,0.049197,-0.107027,0.17551,-0.099061,0.021186,0.09161,0.022995,0.074896,0.187487,-0.134785,0.081209,0.041363,0.171291,0.060639,0.078302,0.053849,-0.077852,0.06296,-0.063025,0.057434,0.059132,0.2384,0.099368,-0.110813,0.007208,0.011501,0.044335,-0.092787
0,0.161703,-0.093494,-0.184799,-0.018693,-0.321142,0.016667,0.052835,-0.144354,0.170427,-0.03772,0.042516,0.088297,0.013771,0.052972,0.241114,-0.131866,0.071588,0.005694,0.184648,0.061991,0.089163,0.057766,-0.073945,0.078978,-0.035705,0.067697,0.060362,0.222971,0.097909,-0.099234,0.006677,0.013637,0.039729,-0.07876
1,0.177869,-0.069063,-0.135701,-0.071739,-0.303928,0.009283,0.07167,-0.124858,0.161761,-0.061368,0.038824,0.085572,0.020001,0.083314,0.185998,-0.208462,0.087721,0.036466,0.146406,0.042842,0.077785,0.071981,-0.113007,0.078987,-0.072426,0.069136,0.060834,0.221943,0.083104,-0.1357,0.008558,0.018988,0.030513,-0.089432
1,0.182733,-0.10565,-0.108791,-0.049859,-0.345149,0.02158,0.088713,-0.160634,0.150324,-0.05909,0.029435,0.094819,0.018144,0.052686,0.172787,-0.055969,0.098492,0.053419,0.148458,0.051224,0.061507,0.065049,-0.109159,0.082405,-0.05908,0.038508,0.073728,0.20887,0.097127,-0.112013,0.014142,0.02127,0.034562,-0.099344
1,0.139547,-0.103765,-0.173337,-0.05758,-0.36701,0.016245,0.045304,-0.182192,0.188569,-0.107123,0.045448,0.105664,0.020232,0.057488,0.219642,-0.14839,0.100706,-0.00456,0.163014,0.064054,0.082241,0.08176,-0.117299,0.080672,-0.037522,0.046241,0.057877,0.186404,0.095982,-0.104943,-0.00886,0.011333,0.022562,-0.134823
1,0.175335,-0.106889,-0.148019,-0.069249,-0.313442,0.016709,0.043968,-0.135499,0.179253,-0.080807,0.043665,0.080266,0.01895,0.061704,0.206582,-0.109234,0.074584,0.073516,0.160547,0.061957,0.077684,0.071916,-0.114742,0.075707,-0.06448,0.053845,0.05766,0.222467,0.096213,-0.129014,0.031258,0.017829,0.033234,-0.094545
1,0.162607,-0.100682,-0.14388,-0.05376,-0.309036,0.011363,0.048051,-0.091714,0.144008,-0.057533,0.038354,0.096794,0.023258,0.079917,0.233016,-0.139625,0.087189,0.037928,0.17563,0.066019,0.092908,0.073021,-0.063132,0.073676,-0.007208,0.050319,0.069983,0.240399,0.089323,-0.101475,0.005098,0.004742,0.020311,-0.126374
1,0.175692,-0.141868,-0.130799,-0.062347,-0.369786,0.01392,0.063142,-0.103722,0.135411,-0.068424,0.039506,0.08245,0.015864,0.078218,0.208656,-0.110422,0.092484,0.032452,0.180199,0.044643,0.07087,0.06453,-0.10251,0.069492,-0.054411,0.061257,0.06286,0.214995,0.102146,-0.09673,0.008785,0.010167,0.032725,-0.107591
1,0.168128,-0.128524,-0.179256,-0.07866,-0.337215,0.00614,0.05449,-0.140355,0.151554,-0.108491,0.050996,0.091601,0.033991,0.045188,0.209921,-0.107673,0.087076,0.023778,0.147762,0.06693,0.079434,0.066134,-0.092056,0.072534,-0.033076,0.055226,0.060158,0.24076,0.083642,-0.150061,-0.000313,0.013202,0.034193,-0.088727
1,0.173662,-0.113299,-0.203378,-0.06576,-0.336192,0.001951,0.065116,-0.16515,0.144226,-0.052656,0.033046,0.082744,0.013159,0.073967,0.199205,-0.157518,0.090107,0.015305,0.178621,0.030393,0.083245,0.065875,-0.088678,0.077751,-0.048178,0.057971,0.044661,0.250298,0.097582,-0.108995,0.008695,0.011303,0.039005,-0.090183
1,0.167893,-0.112706,-0.190347,-0.069029,-0.312316,0.015402,0.073824,-0.142332,0.147487,-0.072115,0.027701,0.09953,0.015806,0.052959,0.184036,-0.140405,0.102144,0.053361,0.160372,0.056796,0.079909,0.073434,-0.09667,0.074581,-0.054867,0.044788,0.045738,0.243455,0.08373,-0.116676,-0.000967,0.023607,0.017425,-0.032825
0,0.172135,-0.078192,-0.15291,-0.070721,-0.32792,0.01642,0.054831,-0.148769,0.173451,-0.064282,0.054491,0.090957,0.020925,0.059249,0.223135,-0.125876,0.088541,0.056001,0.152224,0.071713,0.076268,0.060213,-0.081904,0.069272,-0.011768,0.040217,0.06087,0.248357,0.095144,-0.139291,0.005944,0.00821,0.028563,-0.094469
0,0.164268,-0.11342,-0.125303,-0.073185,-0.354314,0.009217,0.091862,-0.128916,0.177781,-0.067903,0.036881,0.095738,0.022326,0.054153,0.230735,-0.191567,0.081168,0.008035,0.15718,0.050656,0.077665,0.060663,-0.097271,0.072872,-0.030196,0.060143,0.076193,0.240361,0.10411,-0.164582,0.014589,0.02376,0.045699,-0.082093
0,0.173448,-0.092281,-0.149853,-0.062377,-0.352882,0.018689,0.05805,-0.120704,0.167017,-0.064255,0.050689,0.085303,0.015509,0.056064,0.199222,-0.132118,0.084916,0.012713,0.188363,0.053615,0.068951,0.069535,-0.090325,0.069632,-0.013832,0.041869,0.051073,0.283976,0.094822,-0.103084,-0.007594,0.008674,0.037928,-0.058629
0,0.184943,-0.123439,-0.16943,-0.050686,-0.314459,0.010425,0.056802,-0.153234,0.163089,-0.073565,0.047183,0.099983,0.025834,0.079848,0.223817,-0.18331,0.093645,0.021419,0.164302,0.057722,0.07139,0.059202,-0.10871,0.072054,-0.042918,0.048103,0.066909,0.251878,0.0971,-0.147767,-0.005438,0.007706,0.014925,-0.094391
0,0.159469,-0.069638,-0.161789,-0.042027,-0.370377,0.019207,0.043003,-0.1151,0.146157,-0.061879,0.014931,0.082078,0.021341,0.059777,0.228443,-0.154109,0.09685,0.030829,0.162296,0.05803,0.072999,0.07196,-0.095938,0.070817,-0.0737,0.056541,0.070131,0.219959,0.09329,-0.137553,0.015156,0.021948,0.040247,-0.068848
0,0.1809,-0.089296,-0.149068,-0.04728,-0.325284,0.015131,0.052541,-0.146688,0.164706,-0.073093,0.029221,0.094158,0.014149,0.077263,0.226791,-0.183679,0.100112,0.037368,0.165936,0.059938,0.073778,0.066639,-0.095336,0.064844,-0.047221,0.054419,0.056017,0.178788,0.100033,-0.073224,-0.001596,0.018857,0.015155,-0.080395
1,0.155394,-0.065581,-0.086217,-0.068299,-0.334311,0.012551,0.063136,-0.168759,0.165642,-0.078164,0.037375,0.089408,0.0174,0.06911,0.164323,-0.089544,0.083126,0.015037,0.179255,0.065986,0.080178,0.074904,-0.111657,0.071505,-0.043969,0.048769,0.064782,0.192995,0.086742,-0.112457,0.002727,0.012095,0.026079,-0.088082
1,0.17125,-0.115215,-0.10249,-0.068035,-0.345115,0.015098,0.047328,-0.158458,0.159325,-0.098942,0.015477,0.094561,0.019449,0.070419,0.227428,-0.124533,0.089671,0.021529,0.167006,0.055294,0.067757,0.061313,-0.095915,0.087431,-0.025905,0.061658,0.060566,0.205939,0.08308,-0.111007,0.011198,0.024955,0.047952,-0.087592
0,0.172262,-0.05309,-0.117532,-0.068295,-0.351071,0.02017,0.075233,-0.152324,0.151424,-0.054096,0.04699,0.094072,0.015448,0.07552,0.235031,-0.10468,0.083301,0.050541,0.131201,0.057276,0.069055,0.049537,-0.103036,0.0858,-0.043073,0.049301,0.061627,0.221074,0.087412,-0.1123,0.012893,0.016801,0.032963,-0.104367
1,0.173214,-0.114197,-0.178682,-0.058823,-0.344598,0.020444,0.051898,-0.140441,0.200191,-0.080331,0.043638,0.079684,0.020934,0.056485,0.187286,-0.096876,0.058057,-0.008103,0.185567,0.049467,0.073652,0.06971,-0.123692,0.079622,-0.021178,0.055565,0.068594,0.182751,0.112913,-0.095224,0.021255,0.007692,0.028286,-0.075451
0,0.153382,-0.101458,-0.170447,-0.055137,-0.34252,0.017768,0.025181,-0.101194,0.160966,-0.096877,0.03807,0.089654,0.012643,0.066202,0.20849,-0.117555,0.118533,0.036227,0.14789,0.040701,0.081423,0.061986,-0.063677,0.076362,-0.040949,0.061182,0.060058,0.248055,0.109489,-0.145463,0.001044,0.016713,0.04709,-0.088473
0,0.175638,-0.107155,-0.163753,-0.074896,-0.311804,0.005662,0.053415,-0.125985,0.176003,-0.064572,0.039981,0.096341,0.025377,0.071436,0.244618,-0.155869,0.086129,0.013167,0.157674,0.066519,0.074022,0.073669,-0.075216,0.058709,-0.068452,0.053772,0.050723,0.194835,0.102708,-0.160057,0.02011,0.016703,0.057718,-0.080055
0,0.190193,-0.126772,-0.140498,-0.06801,-0.359675,0.007987,0.044841,-0.116518,0.165019,-0.100051,0.035153,0.090921,0.017923,0.086389,0.204967,-0.05829,0.085688,0.056203,0.151792,0.033558,0.075455,0.064638,-0.08207,0.062967,-0.048116,0.05813,0.053636,0.160245,0.099543,-0.145074,0.014343,0.023046,0.032953,-0.100284
1,0.180461,-0.07886,-0.16816,-0.032558,-0.348057,0.010932,0.070204,-0.105811,0.160353,-0.078565,0.044886,0.084424,0.006409,0.064209,0.207895,-0.119052,0.079017,0.029726,0.202457,0.052317,0.063962,0.058963,-0.071981,0.087831,-0.061626,0.063289,0.074303,0.239101,0.076304,-0.08263,0.013422,0.011057,0.018977,-0.070467
1,0.164085,-0.116353,-0.140228,-0.046744,-0.351485,0.014201,0.055311,-0.145588,0.15468,-0.086523,0.037488,0.081073,0.025515,0.068362,0.221338,-0.165774,0.089621,-0.009834,0.179432,0.062414,0.108876,0.068173,-0.109784,0.086672,-0.061962,0.069714,0.054828,0.217299,0.094213,-0.066626,0.015172,0.024647,0.042471,-0.047376
1,0.16984,-0.091395,-0.170694,-0.054965,-0.375159,0.015498,0.047383,-0.133647,0.154543,-0.068706,0.035055,0.081497,0.016791,0.067016,0.185855,-0.135739,0.090092,0.023635,0.16038,0.066318,0.095853,0.069383,-0.084287,0.071077,-0.021669,0.053658,0.061364,0.186767,0.090615,-0.112681,0.008407,0.023183,0.038772,-0.109017
0,0.200265,-0.053386,-0.187157,-0.071552,-0.330006,0.0148,0.056142,-0.134639,0.188931,-0.074279,0.04436,0.088563,0.020596,0.061411,0.17504,-0.047559,0.094464,0.037453,0.150113,0.051412,0.066492,0.060776,-0.088594,0.067906,-0.072745,0.050817,0.055576,0.211839,0.083576,-0.09505,-0.011045,0.012867,0.041874,-0.083
1,0.176017,-0.05279,-0.161297,-0.04915,-0.323799,0.004907,0.051563,-0.167358,0.132244,-0.059843,0.018994,0.086137,0.02047,0.063509,0.239877,-0.177625,0.075816,0.054815,0.159983,0.029956,0.070611,0.074053,-0.087229,0.084072,0.000654,0.053731,0.037163,0.200808,0.095616,-0.123788,0.017813,0.01647,0.019796,-0.089311
1,0.163128,-0.077885,-0.172571,-0.064273,-0.340375,0.016294,0.048426,-0.124065,0.190793,-0.070106,0.042368,0.089428,0.019904,0.077352,0.205391,-0.119935,0.086272,0.020231,0.136217,0.040205,0.084994,0.075986,-0.123161,0.067713,-0.064006,0.050779,0.073576,0.201862,0.103444,-0.129807,-0.00028,0.022421,0.030123,-0.081285
1,0.176968,-0.099475,-0.150846,-0.049856,-0.318938,0.012092,0.062276,-0.132199,0.171748,-0.083765,0.026736,0.088119,0.016838,0.056209,0.240719,-0.152983,0.091804,0.040405,0.157104,0.077244,0.076895,0.074399,-0.077518,0.079588,-0.02746,0.04307,0.06485,0.196623,0.090546,-0.110667,0.013029,0.017735,0.033428,-0.102763
0,0.146014,-0.114445,-0.202401,-0.057738,-0.306452,0.019937,0.054257,-0.128127,0.130517,-0.063873,0.040738,0.090018,0.025276,0.055836,0.221406,-0.142976,0.093281,0.009973,0.121659,0.083356,0.08843,0.053407,-0.090409,0.086155,-0.077478,0.058292,0.053708,0.178438,0.089409,-0.14346,0.01527,0.021247,0.034262,-0.076371
0,0.155752,-0.077089,-0.164903,-0.068061,-0.323622,0.015765,0.062752,-0.163259,0.150556,-0.048592,0.04247,0.101946,0.023136,0.061026,0.179144,-0.153627,0.07316,0.032759,0.166923,0.066187,0.075956,0.057875,-0.093734,0.063235,-0.072639,0.085451,0.05781,0.237252,0.097144,-0.08553,0.005219,0.015165,0.040674,-0.084644
0,0.182557,-0.096947,-0.150243,-0.067419,-0.295092,0.022779,0.049738,-0.122411,0.143277,-0.078928,0.045017,0.083034,0.01571,0.060635,0.20792,-0.153574,0.068807,-0.02898,0.183071,0.073151,0.082731,0.064366,-0.092248,0.077947,-0.041096,0.046103,0.056715,0.2342,0.093423,-0.082382,0.006397,0.015491,0.032428,-0.133405
0,0.174543,-0.101811,-0.131088,-0.052843,-0.34926,0.006583,0.052942,-0.12523,0.153439,-0.04494,0.032181,0.098362,0.016371,0.066527,0.19205,-0.123983,0.090791,0.012818,0.186409,0.061558,0.067978,0.061492,-0.073722,0.06184,-0.035107,0.053969,0.058351,0.222049,0.076732,-0.099363,0.004515,0.023235,0.056121,-0.06632
0,0.169692,-0.046239,-0.161238,-0.048952,-0.398096,0.015091,0.054525,-0.124871,0.167283,-0.0701,0.027075,0.08134,0.018958,0.049023,0.263587,-0.160244,0.068539,0.039082,0.172409,0.060972,0.079818,0.064035,-0.101712,0.075187,-0.046347,0.08412,0.060216,0.208451,0.094659,-0.136523,0.013709,0.018156,0.05067,-0.079787
1,0.182489,-0.101321,-0.166549,-0.061165,-0.388521,0.018807,0.051147,-0.154814,0.155983,-0.053951,0.025363,0.083913,0.016979,0.074465,0.211415,-0.132961,0.098593,0.015149,0.16748,0.017441,0.071774,0.064674,-0.112688,0.077516,-0.05373,0.054932,0.054056,0.207969,0.088952,-0.114447,0.008344,0.010428,0.042749,-0.035878
1,0.186437,-0.132563,-0.116993,-0.032385,-0.347772,0.007478,0.072161,-0.117684,0.168122,-0.09031,0.047029,0.088582,0.022158,0.068306,0.287353,-0.153615,0.079503,0.044866,0.159161,0.054898,0.079323,0.065735,-0.084815,0.071578,-0.054493,0.053545,0.062011,0.246444,0.091862,-0.138543,0.004115,0.016752,0.044648,-0.086346
0,0.148196,-0.083594,-0.156038,-0.081408,-0.365722,0.014193,0.057514,-0.1302,0.147703,-0.051991,0.048983,0.096712,0.026266,0.055804,0.168447,-0.129555,0.091365,0.046591,0.163885,0.05433,0.081062,0.065509,-0.0889,0.081197,-0.040815,0.070143,0.0473,0.216934,0.087857,-0.128261,0.011012,0.017536,0.039969,-0.082739
0,0.189411,-0.116715,-0.183118,-0.060064,-0.348012,0.022783,0.050669,-0.133593,0.160163,-0.064494,0.033384,0.086466,0.01972,0.056953,0.224475,-0.118046,0.099436,0.015246,0.152359,0.048803,0.08089,0.066605,-0.084642,0.084852,-0.019126,0.047807,0.061307,0.233936,0.083303,-0.10107,0.005853,0.016755,0.047535,-0.051172
1,0.168473,-0.103784,-0.12089,-0.067192,-0.370313,0.005796,0.049585,-0.119166,0.167829,-0.089528,0.030991,0.109828,0.025548,0.062253,0.219794,-0.156613,0.100527,0.055894,0.156301,0.061364,0.078446,0.04267,-0.070073,0.088755,-0.046378,0.052673,0.059024,0.208842,0.109423,-0.126244,0.014714,0.01741,0.043757,-0.066664
0,0.180614,-0.055928,-0.141381,-0.054147,-0.356482,0.026263,0.029096,-0.114126,0.153098,-0.067359,0.032176,0.085221,0.025717,0.063681,0.212369,-0.147556,0.073297,0.035964,0.148778,0.054957,0.084812,0.061598,-0.044838,0.060806,-0.053136,0.049123,0.051031,0.212882,0.086705,-0.133604,0.012148,0.017644,0.03749,-0.103495
0,0.168083,-0.10917,-0.19487,-0.042405,-0.349553,0.01522,0.04254,-0.118501,0.174439,-0.065686,0.021,0.0891,0.031605,0.073607,0.212707,-0.174401,0.089376,0.070649,0.147289,0.044751,0.08405,0.069076,-0.075761,0.06477,-0.03513,0.067193,0.05482,0.215048,0.09545,-0.108691,0.013453,0.009011,0.038015,-0.076229
0,0.155892,-0.084965,-0.202042,-0.038439,-0.340374,0.008623,0.073806,-0.125656,0.16835,-0.079354,0.006889,0.086095,0.014422,0.069084,0.203038,-0.102408,0.107504,0.018595,0.167171,0.066251,0.074518,0.068311,-0.095317,0.072925,-0.018445,0.039629,0.057514,0.243053,0.09573,-0.090278,-0.008334,0.017441,0.034429,-0.085962
1,0.173918,-0.11505,-0.17251,-0.038569,-0.359453,0.009105,0.051505,-0.147276,0.160831,-0.058436,0.031743,0.092879,0.025104,0.054625,0.183818,-0.133721,0.062277,0.065627,0.169345,0.053868,0.061165,0.074195,-0.096452,0.085689,-0.011903,0.055731,0.065362,0.251114,0.094939,-0.105198,0.017721,0.013878,0.043089,-0.11125
1,0.178169,-0.105343,-0.152759,-0.074249,-0.330322,0.033899,0.03894,-0.107253,0.145376,-0.071268,0.050139,0.087412,0.013843,0.070732,0.22,-0.097855,0.093405,0.058771,0.17319,0.079641,0.084064,0.064235,-0.075477,0.082662,-0.031175,0.067525,0.079404,0.190341,0.089235,-0.092175,0.005455,0.01372,0.028436,-0.078668
1,0.164754,-0.145973,-0.12561,-0.046618,-0.351841,0.007909,0.060007,-0.154993,0.155723,-0.091143,0.029948,0.09313,0.028255,0.05749,0.205453,-0.146985,0.073896,0.074332,0.144247,0.050947,0.070767,0.074678,-0.090963,0.073984,-0.040679,0.05185,0.084513,0.163077,0.097675,-0.105488,0.005002,0.01412,0.038555,-0.0858
1,0.184072,-0.08334,-0.153262,-0.0664,-0.359668,0.011345,0.051677,-0.115133,0.149942,-0.078391,0.047353,0.095363,0.021113,0.013035,0.179078,-0.137604,0.077742,0.032387,0.164767,0.06568,0.077326,0.069387,-0.085868,0.084778,-0.025157,0.051265,0.055915,0.229793,0.08678,-0.078081,-0.003696,0.014013,0.038764,-0.07948
1,0.166599,-0.068197,-0.155121,-0.076336,-0.356103,0.011831,0.049514,-0.155894,0.162095,-0.099483,0.052156,0.09005,0.029557,0.060989,0.223437,-0.165035,0.09722,0.034897,0.15098,0.04229,0.059647,0.067272,-0.103196,0.082059,-0.027558,0.056157,0.062861,0.197981,0.08969,-0.075607,0.008611,0.008304,0.035514,-0.063283
1,0.182794,-0.086925,-0.165777,-0.041139,-0.345186,0.018148,0.055268,-0.118651,0.162652,-0.067288,0.041579,0.093361,0.017355,0.060251,0.211743,-0.146572,0.090056,0.017088,0.169751,0.029149,0.062149,0.069176,-0.069084,0.087813,-0.135547,0.050876,0.064241,0.252285,0.084104,-0.092604,0.004353,0.018656,0.03882,-0.085267
1,0.160933,-0.099082,-0.158683,-0.049917,-0.393917,0.014786,0.06606,-0.150036,0.170603,-0.081723,0.051757,0.088292,0.024036,0.062927,0.197061,-0.125513,0.099753,0.040546,0.19239,0.054312,0.088672,0.075585,-0.089112,0.065066,-0.049681,0.05278,0.064922,0.261689,0.104048,-0.126484,0.00422,0.011679,0.03858,-0.089138
1,0.14764,-0.123205,-0.182618,-0.054964,-0.363647,0.009111,0.045751,-0.165486,0.167486,-0.086076,0.035639,0.088924,0.016132,0.088526,0.166869,-0.152934,0.075431,0.00927,0.15451,0.050773,0.066547,0.070945,-0.093184,0.062897,-0.042412,0.050034,0.059594,0.222638,0.08488,-0.071548,0.001996,0.006013,0.041081,-0.076642
0,0.178202,-0.075166,-0.181291,-0.054598,-0.351186,0.01879,0.059174,-0.164245,0.163418,-0.069613,0.032721,0.088616,0.028586,0.069816,0.193329,-0.144827,0.069627,0.002071,0.14086,0.046858,0.076429,0.071598,-0.073597,0.079695,-0.037388,0.055111,0.066538,0.197132,0.09124,-0.154667,-0.004728,0.013617,0.038888,-0.0577
0,0.176009,-0.084655,-0.22669,-0.077821,-0.364085,0.014982,0.053908,-0.139487,0.180761,-0.065593,0.027774,0.078606,0.021616,0.055966,0.189003,-0.148707,0.09587,0.046374,0.172213,0.053723,0.077241,0.0752,-0.111795,0.06309,-0.091937,0.061612,0.070504,0.195613,0.104438,-0.120785,-0.010927,0.013425,0.03027,-0.075017
0,0.158144,-0.105992,-0.165556,-0.048877,-0.355376,0.021498,0.062972,-0.12255,0.172049,-0.071633,0.049513,0.075359,0.004453,0.067725,0.223332,-0.104685,0.083917,0.015935,0.160636,0.067633,0.084916,0.069056,-0.094478,0.063662,-0.041982,0.056538,0.048434,0.236694,0.087113,-0.104464,0.007406,0.010458,0.038995,-0.052931
0,0.173533,-0.096311,-0.150837,-0.062912,-0.371465,0.015807,0.062596,-0.161792,0.181653,-0.052257,0.025919,0.093033,0.018302,0.062699,0.191765,-0.141517,0.073604,0.02978,0.189927,0.054564,0.072325,0.043514,-0.070755,0.072211,-0.048099,0.061242,0.057321,0.174327,0.08346,-0.129309,0.009839,0.006047,0.037624,-0.072759
0,0.146179,-0.095288,-0.141054,-0.055235,-0.366531,0.021576,0.073272,-0.166048,0.192577,-0.069694,0.039392,0.084247,0.019617,0.058482,0.217947,-0.088162,0.065763,-0.011611,0.175229,0.066882,0.075607,0.077487,-0.091059,0.068455,-0.03007,0.066789,0.074069,0.236207,0.11126,-0.102827,0.000956,0.009117,0.029612,-0.110344
1,0.171336,-0.11373,-0.133518,-0.054024,-0.37364,0.010491,0.063791,-0.145382,0.127108,-0.090641,0.034162,0.086543,0.019207,0.079325,0.20346,-0.110132,0.100493,0.010854,0.161589,0.056465,0.071164,0.06302,-0.076704,0.074077,-0.028905,0.05954,0.055631,0.198528,0.088303,-0.07674,0.016832,0.019247,0.032966,-0.098248
0,0.151789,-0.111642,-0.201439,-0.068848,-0.337904,0.013529,0.047483,-0.112991,0.165958,-0.096332,0.031628,0.083059,0.026403,0.065809,0.209044,-0.117038,0.083138,0.013006,0.148374,0.042416,0.076937,0.076742,-0.058462,0.074776,-0.072057,0.057441,0.052864,0.206387,0.093797,-0.153769,-0.007491,0.012991,0.042499,-0.09854
0,0.180896,-0.113566,-0.118515,-0.062392,-0.349586,0.018769,0.072625,-0.138772,0.175584,-0.083259,0.043503,0.105719,0.021334,0.052998,0.221919,-0.124667,0.078979,-0.003398,0.127768,0.07484,0.072567,0.058922,-0.081177,0.087714,-0.042124,0.069036,0.06194,0.225951,0.080782,-0.107876,0.004363,0.01716,0.023638,-0.11376
0,0.182866,-0.102903,-0.203536,-0.0534,-0.356855,0.009762,0.040739,-0.104682,0.151248,-0.020629,0.040611,0.086287,0.020047,0.064163,0.202512,-0.105862,0.095988,0.005721,0.141367,0.050787,0.075755,0.055148,-0.126568,0.073778,-0.043383,0.064415,0.06926,0.224356,0.084248,-0.071388,0.002315,0.010426,0.047808,-0.060902
1,0.162715,-0.122289,-0.188578,-0.069341,-0.36294,0.005348,0.055543,-0.147937,0.146623,-0.08159,0.050095,0.08482,0.013195,0.06032,0.28113,-0.165363,0.096724,0.058913,0.158823,0.070799,0.075868,0.068362,-0.090431,0.088324,-0.037806,0.043408,0.05157,0.224029,0.101791,-0.126453,0.017861,0.006886,0.036386,-0.080464
1,0.174397,-0.119824,-0.169733,-0.013046,-0.357514,0.015809,0.056209,-0.125066,0.164615,-0.114513,0.059756,0.091195,0.025871,0.059669,0.198925,-0.112488,0.079912,0.022499,0.158032,0.057557,0.088187,0.065467,-0.096011,0.079444,-0.064703,0.04697,0.054432,0.225617,0.087288,-0.120733,-0.007558,0.015563,0.012246,-0.064903
1,0.147605,-0.107781,-0.139093,-0.051761,-0.366499,0.013303,0.042077,-0.159916,0.164829,-0.050259,0.040489,0.094835,0.013781,0.061154,0.208857,-0.133223,0.085138,0.026669,0.187941,0.070408,0.088632,0.057875,-0.040626,0.084294,-0.069375,0.064653,0.052282,0.217716,0.092146,-0.123017,0.007273,0.015081,0.038608,-0.067008
0,0.181179,-0.099006,-0.078076,-0.050317,-0.316191,0.025099,0.062054,-0.129612,0.185255,-0.087535,0.050401,0.098948,0.024308,0.068204,0.219597,-0.166447,0.082343,0.015655,0.161263,0.05915,0.066913,0.047948,-0.078431,0.092271,-0.041906,0.062671,0.05782,0.239575,0.099557,-0.128291,-0.002399,0.015923,0.046572,-0.101223
1,0.19208,-0.104765,-0.105106,-0.059838,-0.368509,0.020782,0.057369,-0.127284,0.15782,-0.052649,0.033035,0.071043,0.009818,0.060093,0.171027,-0.169622,0.081218,0.029392,0.182242,0.049843,0.081353,0.07651,-0.085014,0.06299,-0.033379,0.063775,0.054317,0.269193,0.098931,-0.120026,0.007552,0.018599,0.045388,-0.095107
1,0.173536,-0.088762,-0.183851,-0.050732,-0.32067,0.004612,0.061365,-0.15006,0.147097,-0.100803,0.060391,0.09212,0.012724,0.061131,0.213153,-0.147653,0.073434,0.022384,0.182914,0.071546,0.081668,0.056445,-0.107287,0.085173,-0.040236,0.035803,0.056528,0.254781,0.082131,-0.098716,-0.008023,0.011092,0.03356,-0.048724
